รหัสเขตสุขภาพ,จังหวัด,ชื่อโรงพยาบาล,ชื่อ_รพ_ภาษาอังกฤษ,รหัส H Code,สังกัด,ชนิด รพ.
2,พิษณุโลก,โรงพยาบาลค่ายสมเด็จพระนเรศวรมหาราช,FORT SOMDET PHRANARESUAN MAHARAT HOSPITAL,11517,กระทรวงกลาโหม,กรมแพทย์ทหารบก
2,พิษณุโลก,โรงพยาบาลกองบิน 46,WING 46 HOSPITAL,11518,กระทรวงกลาโหม,กรมแพทย์ทหารอากาศ
5,ราชบุรี,โรงพยาบาลค่ายภาณุรังษี,FORT PHANURANGSI  HOSPITAL,11519,กระทรวงกลาโหม,กรมแพทย์ทหารบก
5,กาญจนบุรี,โรงพยาบาลค่ายสุรสีห์,FORT SURASI HOSPITAL,11520,กระทรวงกลาโหม,กรมแพทย์ทหารบก
5,นครปฐม,โรงพยาบาลจันทรุเบกษา,CHANDRUBEKSA HOSPITAL,11521,กระทรวงกลาโหม,กรมแพทย์ทหารอากาศ
5,ประจวบคีรีขันธ์,โรงพยาบาลค่ายธนะรัชต์,FORT THANARAT HOSPITAL,11522,กระทรวงกลาโหม,กรมแพทย์ทหารบก
11,นครศรีธรรมราช,โรงพยาบาลค่ายวชิราวุธ,FORT WACHIRAWUT HOSPITAL,11523,กระทรวงกลาโหม,กรมแพทย์ทหารบก
11,ชุมพร,โรงพยาบาลค่ายเขตอุดมศักดิ์,FORT KHETUDOMSAK HOSPITAL,11525,กระทรวงกลาโหม,กรมแพทย์ทหารบก
12,สงขลา,โรงพยาบาลฐานทัพทหารเรือสงขลา,NULL,11526,กระทรวงกลาโหม,กรมแพทย์ทหารเรือ
12,สงขลา,โรงพยาบาลค่ายเสนาณรงค์,FORT SENANARONG HOSPITAL,11527,กระทรวงกลาโหม,กรมแพทย์ทหารบก
12,สงขลา,โรงพยาบาลกองบิน กองบิน 56,WING 56 HOSPITAL,11528,กระทรวงกลาโหม,กรมแพทย์ทหารอากาศ
12,ปัตตานี,โรงพยาบาลค่ายอิงคยุทธบริหาร,FORT INGKAYUTHABORIHARN HOSPITAL,11529,กระทรวงกลาโหม,กรมแพทย์ทหารบก
13,กรุงเทพมหานคร,โรงพยาบาลการไฟฟ้านครหลวง,NULL,11531,รัฐวิสาหกิจ,รัฐวิสาหกิจ
13,กรุงเทพมหานคร,โรงพยาบาลสวนเบญจกิติเฉลิมพระเกียรติ ๘๔ พรรษา,THAI TOBACCO MONOPOLY HOSPITAL,11532,รัฐวิสาหกิจ,รัฐวิสาหกิจ
13,กรุงเทพมหานคร,กองการแพทย์ การท่าเรือแห่งประไทย,NULL,11533,กระทรวงคมนาคม,กระทรวงคมนาคม
13,กรุงเทพมหานคร,โรงพยาบาลบุรฉัตรไชยากร (รถไฟ),NULL,11534,รัฐวิสาหกิจ,รัฐวิสาหกิจ
13,กรุงเทพมหานคร,วชิรพยาบาล คณะแพทยศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช,Faculty of Medidine Vajira Hospital Navamindradhiraj University,11535,มหาวิทยาลัย,โรงเรียนแพทย์
13,กรุงเทพมหานคร,โรงพยาบาลเวชการุณย์รัศมิ์ กรุงเทพมหานคร,WETCHAKARUNRASM HOSPITAL,11536,สังกัด กทม.,สังกัด กทม.
13,กรุงเทพมหานคร,โรงพยาบาลกลาง,BANGKOK METROPOLITAN ADMINISTRATION GENERAL HOSPITAL,11537,สังกัด กทม.,สังกัด กทม.
13,กรุงเทพมหานคร,โรงพยาบาลลาดกระบัง กรุงเทพมหานคร,BANGKOK METROPOLITAN ADMINISTRATION LAT KRABANG HOSPITAL,11538,สังกัด กทม.,สังกัด กทม.
13,กรุงเทพมหานคร,โรงพยาบาลตากสิน กรุงเทพมหานคร,TAKSIN HOSPITAL,11539,สังกัด กทม.,สังกัด กทม.
13,กรุงเทพมหานคร,โรงพยาบาลหลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ กรุงเทพมหานคร,VENERABLE THAWISAK JUTINDHARO HOSPITAL,11540,สังกัด กทม.,สังกัด กทม.
13,กรุงเทพมหานคร,โรงพยาบาลเจริญกรุงประชารักษ์,CHAROEN KRUNG PRACHARAK HOSPITAL,11541,สังกัด กทม.,สังกัด กทม.
13,กรุงเทพมหานคร,โรงพยาบาลมิชชั่น,MISSION HOSPITAL,11543,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,โรงพยาบาลบีเอ็นเอช,BNH HOSPITAL,11546,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,โรงพยาบาลกรุงเทพคริสเตียน,THE BANGKOK CHRISTIAN HOSPITAL,11548,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,โรงพยาบาลมเหสักข์,MAHAESAK HOSPITAL,11552,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,โรงพยาบาลซีจีเอชโรงพยาบาลทั่วไปขนาดใหญ่,CGH HOSPITAL,11558,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,สถานพยาบาลชินเขตงามวงศ์วาน,NULL,11559,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร,Paolo Hospital,11560,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,โรงพยาบาลเวชธานี,NULL,11564,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,โรงพยาบาลรามคำแหง,NULL,11565,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,สถานพยาบาลเจตนิน,NULL,11571,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,โรงพยาบาลกว๋องสิวมูลนิธิ,NULL,11575,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,สถานพยาบาลผู้ป่วยเรื้อรัง กล้วยน้ำไท 2,NULL,11581,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,โรงพยาบาลศิครินทร์,SIKARIN HOSPITAL,11582,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,โรงพยาบาลกล้วยน้ำไท,KLUAYNAMTHAI HOSPITAL,11583,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,โรงพยาบาลสุขุมวิท,NULL,11591,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,โรงพยาบาลทั่วไปขนาดใหญ่บางนา 1,BANGNA 1 GENERAL HOSPITAL,11592,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,โรงพยาบาลนวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่,NAVAMINTHRA  HOSPITAL,11595,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,สถาบันกัลยาณ์ราชนครินทร์,GALYARAJANAGARINDRA INSTITUTE,11597,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมสุขภาพจิต
13,กรุงเทพมหานคร,โรงพยาบาลเซนต์หลุยส์,SAINT LOUIS HOSPITAL,11600,เอกชน,รพ.เอกชน
9,นครราชสีมา,โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี,MUEANGYANG HOSPITAL,11602,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
13,กรุงเทพมหานคร,โรงพยาบาลเทียนฟ้ามูลนิธิ,NULL,11603,เอกชน,รพ.เอกชน
